,id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,habitaciones,dormitorios,baños,sup_total,sup_cubierta,precio,moneda,price_period,título,tipo_propiedad,tipo_operac
11225,JzV07/2Z+ICz0ASWt3uQcQ==,Propiedad,2020-05-23,2020-06-30,2020-05-23,-34.5670596,-58.4881215,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,,,120000.0,USD,,"Departamento en Venta en Villa urquiza,  capital federal  U$S 120000",Departamento,Venta
11492,1d10Fy4vEzAf0EsozjjfJA==,Propiedad,2020-05-23,2020-06-01,2020-05-23,-34.5746876458,-58.4748924771,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,100.0,70.0,256000.0,USD,,"Departamento venta en Villa Urquiza 3amb., balcón aterrazado horno Tromen, una cuadra Doho.",Departamento,Venta
12110,B7tDQqtHvUnovxcbyZFDdQ==,Propiedad,2020-02-08,2020-03-14,2020-02-08,-34.57518387,-58.49159241,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,40.0,33.0,16500.0,ARS,,Cullen  5400 2°  - $ 16.500 - Departamento Alquiler,Departamento,Alquiler
12346,MpF8VOov6oubaU5Ebd6uQg==,Propiedad,2020-02-08,2020-02-29,2020-02-08,-34.57953644,-58.48006058,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,42.0,42.0,22000.0,ARS,,La Pampa  5000 1°  - $ 22.000 - Departamento Alquiler,Departamento,Alquiler
12779,E153YG56MEPNwMscdLp3mA==,Propiedad,2020-02-08,2020-03-17,2020-02-08,-34.5695343,-58.49028397,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,45.0,40.0,18500.0,USD,,Capdevila  3000 1°  - U$D 18.500 - Departamento Alquiler,Departamento,Alquiler
13053,yUSEOSeXFXwCtNdM0I/LlQ==,Propiedad,2020-02-08,2020-02-08,2020-02-08,-34.5664245,-58.5018888,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,2.0,,,259000.0,USD,Mensual,PH de 4 Amb. en Planta Baja con Patio. S/ Expensas. Impecabl,Departamento,Venta
13054,2pu9kqc12C6ZuFqxmwnLew==,Propiedad,2020-02-08,2020-02-08,2020-02-08,-34.5664245,-58.5018888,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,2.0,,,259000.0,USD,Mensual,PH de 4 Amb. en Planta Baja con Patio. S/ Expensas. Impecabl,Departamento,Venta
13055,JBGTQhDAz0tcZ9I8Y61+7Q==,Propiedad,2020-02-08,2020-02-08,2020-02-08,-34.5664245,-58.5018888,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,2.0,,,259000.0,USD,Mensual,PH de 4 Amb. en Planta Baja con Patio. S/ Expensas. Impecabl,Departamento,Venta
13171,Mvy2YMYycI9SLjQRxD6gFQ==,Propiedad,2020-02-08,2020-02-09,2020-02-08,-34.5735023,-58.4806614,Argentina,Capital Federal,Villa Urquiza,,,,,,2.0,,,235000.0,USD,Mensual,Venta en  Villa Urquiza - Combatientes De Malvinas 4000,Departamento,Venta
13213,nAq0UhFb7cyIR6YkFCGRGg==,Propiedad,2020-02-08,2020-02-18,2020-02-08,-34.5834853001,-58.4743520947,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,45.0,,115000.0,USD,Mensual,Venta PH  2 Amb. en Parque Chas,PH,Venta
13431,P4oTwEOIZA557u7CeSnU0g==,Propiedad,2020-02-08,9999-12-31,2020-02-08,-34.5844579,-58.4782414,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,38.0,34.0,80000.0,USD,Mensual,Departamento - Villa Urquiza,Departamento,Venta
13458,FnhrK8WVKxFOL6OBqkupBg==,Propiedad,2020-02-08,2020-03-27,2020-02-08,-34.5707925032,-58.4861172325,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,36.0,33.0,110000.0,USD,Mensual,Venta Departamento 1 Amb. al frente en Villa Urquiza,Departamento,Venta
14333,k9cXO4TIIYbvYke766UZaQ==,Propiedad,2019-10-28,2019-10-30,2019-10-28,-34.5677011,-58.4918883,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,36.0,36.0,14800.0,ARS,Mensual,Departamento - Villa Urquiza,Departamento,Alquiler
14334,CkItB7we1O9PkCPPC9cFGA==,Propiedad,2019-10-28,2019-10-31,2019-10-28,-34.5792774,-58.4775905,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,28.0,24.0,13000.0,ARS,Mensual,Departamento - Villa Urquiza -Monoambiente,Departamento,Alquiler
14925,NjcUD/uCf4d6s0QD1UQmOg==,Propiedad,2019-10-28,9999-12-31,2019-10-28,-34.5721017,-58.4839774,Argentina,Capital Federal,Villa Urquiza,,,,4.0,,1.0,70.0,67.0,230000.0,USD,Mensual,Departamento - Villa Urquiza,Departamento,Venta
15065,LREDS7V2v0pGEU9EFlmB8A==,Propiedad,2019-10-28,2019-12-25,2019-10-28,-34.57864,-58.48372,Argentina,Capital Federal,Villa Urquiza,,,,1.0,1.0,1.0,39.0,36.0,99000.0,USD,,Venta amplio monoambiente Villa Urquiza 39m2,Departamento,Venta
15081,NsJbC68Dt7BYwmKcdfejJQ==,Propiedad,2019-10-28,2020-01-18,2019-10-28,-34.577131,-58.47248,Argentina,Capital Federal,Villa Urquiza,,,,4.0,2.0,1.0,152.0,83.0,255000.0,USD,,VENTA PH  3 AMB ESCRITORIO TERRAZA,PH,Venta
15160,jArTfDl3DPk8oGMQRXE6lw==,Propiedad,2019-10-28,2019-12-23,2019-10-28,-34.543965,-58.4781903,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,130.0,60.0,215000.0,USD,,Venta de Departamento en Villa Urquiza. Balcon aterrazado con parrilla.,Departamento,Venta
15228,ZBarPKxrZ9Uum+Ip7pfhhg==,Propiedad,2019-10-28,2020-07-03,2019-10-28,-34.580339,-58.48938,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,2.0,157.0,153.0,415000.0,USD,,VENTA-DEPARTAMENTO 4 AMBIENTES-VILLA URQUIZA-PISO,Departamento,Venta
15772,19ebIuzQwKkY6uTXovuN9g==,Propiedad,2020-07-16,2020-07-17,2020-07-16,-34.5777724673,-58.4764450386,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,100.0,60.0,35000.0,ARS,Mensual,Alquiler: Hermoso Ph duplex 2 Ambientes con terraza - parrilla,PH,Alquiler
15778,60iaflCcNHZd2BWKiOVjKw==,Propiedad,2020-07-16,2020-07-17,2020-07-16,-34.5777724673,-58.4764450386,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,100.0,60.0,35000.0,ARS,Mensual,Alquiler: Hermoso Ph duplex 2 Ambientes con terraza - parrilla,Oficina,Alquiler
15913,mrDqgEWE6LLuB4VobmhSkA==,Propiedad,2020-07-16,2020-07-23,2020-07-16,-34.5730445,-58.4860576,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,,,18000.0,ARS,Mensual,Departamento - Villa Urquiza,Departamento,Alquiler
15914,OZJgzj5jS21Ol24mQCyhQw==,Propiedad,2020-07-16,2020-08-03,2020-07-16,-34.573596,-58.473139,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,41.0,37.0,29500.0,ARS,,Alquiler 2 Amb. Villa Urquiza c/amenities,Departamento,Alquiler
15915,5GfX4MyPcjeFZapP3G4/Dw==,Propiedad,2020-07-16,2020-07-17,2020-07-16,-34.5777724673,-58.4764450386,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,100.0,60.0,35000.0,ARS,Mensual,Alquiler: Hermoso Ph duplex 2 Ambientes con terraza - parrilla,Departamento,Alquiler
16193,zj+Epf/1q3o7dthLSGy/9A==,Propiedad,2020-07-16,9999-12-31,2020-07-16,-34.56727982,-58.48585892,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,2.0,74.0,57.0,184000.0,USD,,Valdenegro  3000 PB - U$D 184.000 - Tipo casa PH en Venta,Casa,Venta
16194,/QM8iwMHUwykUOM05+LkCw==,Propiedad,2020-07-16,2020-07-22,2020-07-16,-34.56727982,-58.48585892,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,2.0,74.0,57.0,184000.0,USD,,Valdenegro  3000 PB - U$D 184.000 - Tipo casa PH en Venta,Casa,Venta
16195,WkTIpgGMTbBtyPvKsPau9g==,Propiedad,2020-07-16,9999-12-31,2020-07-16,-34.56330872,-58.49511337,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,2.0,118.0,82.0,300000.0,USD,,A Capdevila  3500 pb - U$D 300.000 - Tipo casa PH en Venta,Casa,Venta
16655,bcYV7S1YlVG59SoxFlDjMQ==,Propiedad,2020-07-16,9999-12-31,2020-07-16,-34.56727982,-58.48585892,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,2.0,74.0,57.0,184000.0,USD,,Valdenegro  3000 PB - U$D 184.000 - Departamento en Venta,Departamento,Venta
16656,2PbBxZu5zbcsYC/O+sAj7Q==,Propiedad,2020-07-16,9999-12-31,2020-07-16,-34.5765271,-58.4964883,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,,,95000.0,USD,,1 Amb. 35 M2. 35 M2 Cub,Departamento,Venta
17055,HKV0eaREYDV8m1JhmC6Z2A==,Propiedad,2020-07-16,2020-10-03,2020-07-16,-34.569011,-58.502605,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,44.0,44.0,125000.0,USD,,Venta DEPARTAMENTO 2 ambientes V Urquiza. PERMUTA.,Departamento,Venta
17056,ct2s3md6iyQxbvzOOk2BlQ==,Propiedad,2020-07-16,9999-12-31,2020-07-16,-34.5661415,-58.4962636,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,52.0,49.0,105000.0,USD,Mensual,venta departamento 2 ambientes - oportunidad - luminoso - bajas expensas - 2 ambientes,Departamento,Venta
17057,HGNsfa2+Cdwe+ZsuBD5V+w==,Propiedad,2020-07-16,2020-08-29,2020-07-16,-34.562573,-58.491297,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,46.0,41.0,148000.0,USD,,DEPTO FULL AMENITIES VILLA URQUIZA 2 AMB AL FRENTE,Departamento,Venta
17058,oQmq/x5/wl0+WA4T/xVdnw==,Propiedad,2020-07-16,2020-08-25,2020-07-16,-34.576603,-58.485713,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,55.0,46.0,175000.0,USD,,VENTA DEPARTAMENTO 2 AMB BALCON TERRAZA Y COCHERA VILLA URQUIZA,Departamento,Venta
17059,iAKElJSqcmjcYWV5Pr/oMg==,Propiedad,2020-07-16,9999-12-31,2020-07-16,-34.5731341,-58.4840377,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,30.0,,110000.0,USD,Mensual,2 AMB RECICLADO EN VENTA VILLA URQUIZA,Departamento,Venta
17060,By+mkVrAcrqUrpONzJ/wlw==,Propiedad,2020-07-16,2020-09-02,2020-07-16,-34.576824,-58.497483,Argentina,Capital Federal,Villa Urquiza,,,,1.0,1.0,1.0,35.0,32.0,82000.0,USD,,Venta Monoambiente con balcon en Villa Urquiza,Departamento,Venta
17061,CP266p1Nkcz3h40ydI2CxQ==,Propiedad,2020-07-16,2020-09-02,2020-07-16,-34.569308,-58.471395,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,61.0,44.0,145000.0,USD,,VENTA DEPARTAMENTO 2 AMBIENTES BALCON PATIO VILLA URQUIZA,Departamento,Venta
17062,mSHGFxi1IO65+zfYEpYY6g==,Propiedad,2020-07-16,2020-08-13,2020-07-16,-34.569614,-58.4921729,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,46.0,40.0,130000.0,USD,,Departamento de Dos Ambientes en Venta en Villa Urquiza,Departamento,Venta
17410,1aOdR+dnCq1doZyRi+0peg==,Propiedad,2020-07-16,9999-12-31,2020-07-16,-34.5765271,-58.4964883,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,62.0,55.0,181500.0,USD,Mensual,Departamento - Urquiza R,Departamento,Venta
17411,9+WDmAKpGN4qsWQadvIq5A==,Propiedad,2020-07-16,2020-12-02,2020-07-16,-34.571498,-58.4856743,Argentina,Capital Federal,Villa Urquiza,,,,,2.0,1.0,,,225000.0,USD,,Pacheco   2600 6°  - U$D 235.000 - Departamento en Venta,Departamento,Venta
17412,nljZNpBCb1FshsHHs9yhBQ==,Propiedad,2020-07-16,2020-08-26,2020-07-16,-34.5715166,-58.4811767,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,80.0,68.0,220000.0,USD,Mensual,LUMINOSO SEMIPISO CON VISTA ABIERTA!,Departamento,Venta
17413,QCdRqusYZGdOhw5T0lCi4w==,Propiedad,2020-07-16,9999-12-31,2020-07-16,-34.571498,-58.4856743,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,,,220000.0,USD,,3 amb al frente cochera 2 cuadras subte B,Departamento,Venta
17471,n7tCOjAyVudwYNAWrTM6ag==,Propiedad,2020-07-16,2020-11-13,2020-07-16,-34.5630651,-58.4853885,Argentina,Capital Federal,Villa Urquiza,,,,5.0,3.0,3.0,,,450000.0,USD,,Triplex 5 amb - garage - jardin,PH,Venta
17608,tULED2jnLL0pUvRMbKJegg==,Propiedad,2020-07-16,9999-12-31,2020-07-16,-34.5662031,-58.4916695,Argentina,Capital Federal,Villa Urquiza,,,,5.0,3.0,2.0,,,350000.0,USD,,Duplex 5amb - cochera cubierta,Casa,Venta
17834,N3rXIVfzaD0jT89kfDfkuQ==,Propiedad,2020-07-16,2020-08-13,2020-07-16,-34.5683530382,-58.4882605737,Argentina,Capital Federal,Villa Urquiza,,,,,4.0,2.0,359.0,200.0,500000.0,USD,,Casa de 5 ambientes en Venta en Villa urquiza,Casa,Venta
18002,hUgchBVOzwfHrYRZc1jkbA==,Propiedad,2020-05-25,2020-12-11,2020-05-25,-34.5710574,-58.4868189,Argentina,Capital Federal,Villa Urquiza,,,,1.0,1.0,1.0,37.0,33.0,100000.0,USD,Mensual,Departamento - Mono-Ambiente - Villa Urquiza - Muy Luminoso,Departamento,Venta
18989,KAhK1HEoi7dNREyWX3qenA==,Propiedad,2020-05-25,2020-06-01,2020-05-25,-34.5748738,-58.4761804,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,51.0,44.0,159000.0,USD,,DEPARTAMENTO  2 AMBIENTES  VILLA URQUIZA  COCHERA  OPORTUNIDAD,Departamento,Venta
18990,ks7xTNN64AvqXxw0YQkwHg==,Propiedad,2020-05-25,2020-06-01,2020-05-25,-34.574143,-58.4983966,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,57.0,51.0,32000.0,ARS,,2 AMBIENTES A ESTRENAR -  C/ COCHERA $32.000 PAQUETE,Departamento,Alquiler
19290,uuIINmq4W1FlDd7lE4+j6w==,Propiedad,2019-10-11,2020-05-08,2019-10-11,-34.57759476,-58.48675156,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,,41.0,36.0,,,Mensual,Bucarelli  2100 4°  - Consulte precio - Departamento en Venta,Departamento,Venta
19633,+kyuMcjli1qDVxRO77/6rA==,Propiedad,2019-10-11,2019-12-11,2019-10-11,-34.5639587,-58.4872294,Argentina,Capital Federal,Villa Urquiza,,,,,,,,,16500.0,ARS,Mensual,Tamborini 4700 - Depto 2 amb c/ cochera - Villa Urquiza,Departamento,Alquiler
19690,kOcZYj6bz7veMhhPx7kulQ==,Propiedad,2019-10-11,2020-01-25,2019-10-11,-34.5752776,-58.4842036,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,,42.0,35.0,22000.0,ARS,Mensual,Monoambiente a estrenar en Villa Urquiza,Oficina,Alquiler
19780,Ck39UuOVLARpGL/E0Ylnew==,Propiedad,2019-10-11,2019-10-31,2019-10-11,-34.5705179,-58.4914578,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,28.0,26.0,12500.0,ARS,Mensual,Alquiler Monoambiente a estrenar Villa Urquiza c/ cochera!,Departamento,Alquiler
19965,9gRTtQJzJQX/pPIIVpy69w==,Propiedad,2019-10-11,2019-10-22,2019-10-11,-34.569801,-58.50325,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,58.0,45.0,16500.0,ARS,,Alquiler Departamento en Villa Urquiza Capital Federal Piran 6100,Departamento,Alquiler
19994,U4s+smo8X9geSY/0FpZfrw==,Propiedad,2019-10-11,2019-10-29,2019-10-11,-34.5703743,-58.4948261,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,1.0,,60.0,35000.0,ARS,Mensual,PH - Villa Urquiza,PH,Alquiler
20119,kFrQxJZBeTwuf/xdzsrCwA==,Propiedad,2019-10-11,2020-01-07,2019-10-11,-34.5816446633,-58.4912940302,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,1.0,,60.0,22000.0,ARS,Mensual,Mendoza 5800 - 3 ambientes c/cochera al frente con balcòn,Departamento,Alquiler
20129,Yq4JcVpfNAXcKBPi+yyepQ==,Propiedad,2019-10-11,2019-10-12,2019-10-11,-34.5753943617,-58.4984530011,Argentina,Capital Federal,Villa Urquiza,,,,4.0,2.0,1.0,139.0,114.0,37000.0,ARS,Mensual,Alquiler PH en Villa Urquiza,PH,Alquiler
20671,f3LYQHsWykpkyx6U8wDdrg==,Propiedad,2019-10-11,2020-03-10,2019-10-11,-34.5701722,-58.4849254,Argentina,Capital Federal,Villa Urquiza,,,,,,,175.0,,850000.0,USD,,Venta Lote Villa Urquiza,Lote,Venta
20672,+1IBW6JdhP5v3htnX1WRSA==,Propiedad,2019-10-11,9999-12-31,2019-10-11,-34.5614675,-58.4848906,Argentina,Capital Federal,Villa Urquiza,,,,,,,181.0,181.0,650000.0,USD,Mensual,Terreno - Villa Urquiza,Lote,Venta
20849,ahrbU6NYkIBpEQ5EeLGPBA==,Propiedad,2019-10-11,2020-09-17,2019-10-11,-34.57200241,-58.48526382,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,40.0,33.0,117000.0,USD,,Pacheco  2500 5°  - U$D 117.000 - Departamento en Venta,Departamento,Venta
20850,WhWCYvSMZDLmqQCOoeG1MA==,Propiedad,2019-10-11,2020-09-17,2019-10-11,-34.57200241,-58.48526382,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,40.0,33.0,120000.0,USD,,Pacheco  2500 8°  - U$D 120.000 - Departamento en Venta,Departamento,Venta
21024,PY1CrAhxkRnfFWctgPbnMg==,Propiedad,2019-10-11,2020-09-17,2019-10-11,-34.57200241,-58.48526382,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,49.0,44.0,149000.0,USD,,Pacheco  2500 8°  - U$D 149.000 - Departamento en Venta,Departamento,Venta
21025,VobMtPVNko+I+XmmSQmLcQ==,Propiedad,2019-10-11,2020-09-17,2019-10-11,-34.57200241,-58.48526382,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,49.0,44.0,150500.0,USD,,Pacheco  2500 10°  - U$D 150.500 - Departamento en Venta,Departamento,Venta
21067,T//OjbfZ0oRxKtfkwPKAvA==,Propiedad,2019-10-11,2020-04-29,2019-10-11,-34.5906627,-58.4794169,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,93.0,81.0,145000.0,USD,Mensual,Casa - Parque Chas,Casa,Venta
21243,89ephBDYKs4OTW1Tk3GaTg==,Propiedad,2019-10-11,2020-01-17,2019-10-11,-34.5702279,-58.4814945,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,90.0,45.0,129000.0,USD,Mensual,DEPARTAMENTO DE 2 AMBIENTES  CON TERRAZA,Departamento,Venta
21244,7Mc4DRX4JEW/kMAQ5+lI5g==,Propiedad,2019-10-11,2019-10-23,2019-10-11,-34.5807139,-58.4932784,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,40.0,36.0,127500.0,USD,Mensual,Departamento - Urquiza R,Departamento,Venta
21245,Fv4P3lySzt56bUS7dGs4Bw==,Propiedad,2019-10-11,2020-11-16,2019-10-11,-34.57304,-58.479785,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,45.0,45.0,118000.0,USD,Mensual,Departamento - Villa Urquiza,Departamento,Venta
21246,aPqcJMh82JE4wjuJjtZghw==,Propiedad,2019-10-11,2020-08-08,2019-10-11,-34.573318,-58.4846668,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,47.0,42.0,134000.0,USD,,DEPARTAMENTO 2 AMB A LA VENTA EN VILLA URQUIZA,Departamento,Venta
21247,obiSm2N52xoaZZHoxN00Sg==,Propiedad,2019-10-11,2020-02-27,2019-10-11,-34.5619657331,-58.4877027074,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,54.0,43.0,136000.0,USD,Mensual,Departamento - Villa Urquiza,Departamento,Venta
21270,yzyZtOsOUpujkv9EFYNa4g==,Propiedad,2019-10-11,2020-02-26,2019-10-11,-34.5690901,-58.4971664,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,1.0,80.0,62.0,210000.0,USD,Mensual,Casa - Villa Urquiza,PH,Venta
21271,DxLCthm/7S9oLoi/46xNAA==,Propiedad,2019-10-11,2020-01-25,2019-10-11,-34.5707339,-58.4785769,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,1.0,50.0,50.0,128500.0,USD,Mensual,PH en Villa Urquiza / IDEAL INVERSION,PH,Venta
21321,QMwi8E9AxxlZHdradVEhfg==,Propiedad,2019-10-11,2020-02-26,2019-10-11,-34.5690901,-58.4971664,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,1.0,80.0,62.0,210000.0,USD,Mensual,Casa - Villa Urquiza,Casa,Venta
21500,Vs6P+EnnLPs7Yw0eiPLNQg==,Propiedad,2019-10-11,2020-09-02,2019-10-11,-34.57421875,-58.48122025,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,2.0,97.0,88.0,299000.0,USD,,Olazabal  4600 8°  - U$D 299.000 - Departamento en Venta,Departamento,Venta
21501,yTs7aGjVcdCR8oN26GWPdw==,Propiedad,2019-10-11,2020-02-05,2019-10-11,-34.5737478,-58.4799348,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,2.0,,64.0,220000.0,USD,Mensual,Semipiso 3 Ambientes al frente,Departamento,Venta
21502,TyMkRMuS74peq7uVhzn51w==,Propiedad,2019-10-11,2019-11-16,2019-10-11,-34.5732037,-58.4801359,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,71.0,64.0,220815.0,USD,,OL Residences,Departamento,Venta
21705,LwIkftyrPecmWSqoXk+nkg==,Propiedad,2019-10-11,2019-10-25,2019-10-11,-34.571021,-58.4874274,Argentina,Capital Federal,Villa Urquiza,,,,4.0,,1.0,74.0,,229000.0,USD,Mensual,Villa Urquiza 4 amb con cochera Diaz Colodrero al 2700,Departamento,Venta
21727,JG7bjqgBD9ZkvSj9YK5yTw==,Propiedad,2019-10-11,2020-01-31,2019-10-11,-34.5681802,-58.497316,Argentina,Capital Federal,Villa Urquiza,,,,5.0,,2.0,,110.0,195000.0,USD,Mensual,PH 5 ambientes con cochera. Sin expensas,PH,Venta
21949,EwWZhgkUtIuAb8yeTW2gMA==,Propiedad,2020-04-19,2020-07-17,2020-04-19,-34.5752559,-58.4725053,Argentina,Capital Federal,Villa Urquiza,,,,,3.0,2.0,148.0,153.0,475000.0,USD,,CUATRO AMBIENTES CON DOS COCHERAS Y BAULERA,Departamento,Venta
21950,WH5aSaoHOEqS54dsmo0X8Q==,Propiedad,2020-04-19,2020-07-17,2020-04-19,-34.576947,-58.4938086,Argentina,Capital Federal,Villa Urquiza,,,,,3.0,2.0,80.0,90.0,229000.0,USD,,CUATRO AMBIENTES CON COCHERA,Departamento,Venta
21951,oTNnc2g/db/EkgEYpUPmew==,Propiedad,2020-04-19,2020-07-17,2020-04-19,-34.5722791,-58.4806079,Argentina,Capital Federal,Villa Urquiza,,,,,1.0,1.0,40.0,45.0,139000.0,USD,,DOS AMBIENTES MUY LUMINOSO!,Departamento,Venta
22035,4gto0rJSX7hPWRkbXVB2jA==,Propiedad,2020-04-19,9999-12-31,2020-04-19,-34.5791198,-58.4943535,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,27.0,27.0,30000.0,ARS,,"Alquiler Temporario Monoambiente, Monroe 5800, Villa Urquiza",Otro,Alquiler temporal
22283,r3PHqn29gYD7Z76XIjxyuA==,Propiedad,2020-04-19,2020-05-04,2020-04-19,-34.571432,-58.484648,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,45.0,40.0,129000.0,USD,Mensual,Departamento de 2 ambientes en Venta en Villa urquiza,Departamento,Venta
22412,ileHDGVDCvg3/Q04uvd7fw==,Propiedad,2020-04-19,2020-05-04,2020-04-19,,,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,1.0,60.0,60.0,270001.0,USD,Mensual,Depto.tipo casa de 4 ambientes en Venta en Villa urquiza,PH,Venta
22463,ViijaYXmWxucYHxqNxrNIw==,Propiedad,2020-04-19,2020-05-04,2020-04-19,-34.5773675,-58.4747932,Argentina,Capital Federal,Villa Urquiza,,,,5.0,4.0,2.0,120.0,120.0,255001.0,USD,Mensual,Depto.tipo casa de 5 ambientes en Venta en Villa urquiza,PH,Venta
22648,zwVgyRH6eyZMxVUy12xTcQ==,Propiedad,2019-10-14,2019-10-28,2019-10-14,-34.5677011,-58.4918883,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,36.0,36.0,14800.0,ARS,Mensual,Departamento - Villa Urquiza,Departamento,Alquiler
22789,2NpWk7mp+LZNUJdtE3feGA==,Propiedad,2019-10-14,2020-09-17,2019-10-14,-34.56719208,-58.48456192,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,2.0,134.0,99.0,340000.0,USD,,Miller Al  2900 - U$D 340.000 - Casa en Venta,Casa,Venta
22868,YKMOu5N/COrleS+y7HOjyg==,Propiedad,2019-10-14,9999-12-31,2019-10-14,-34.5830939,-58.4764719,Argentina,Capital Federal,Villa Urquiza,,,,,,,,,510000.0,USD,Mensual,"Terreno - Parque Chas -Av. de los Incas al 4700, para 600m2 vendibles",Lote,Venta
22869,1sCYWQlpHl9x9htkO9R3Mw==,Propiedad,2019-10-14,2019-10-30,2019-10-14,-34.5794949,-58.4876082,Argentina,Capital Federal,Villa Urquiza,,,,,,,,,450000.0,USD,Mensual,"Terreno - Villa Urquiza -Barzana al 2100, para 600m2 vendibles",Lote,Venta
22870,BcrBn9YyPRpqe+IUeYU8JQ==,Propiedad,2019-10-14,2020-01-21,2019-10-14,-34.5889734489,-58.4733474255,Argentina,Capital Federal,Villa Urquiza,,,,,,,409.0,,590000.0,USD,,VENTA LOTE VILLA URQUIZA 409 METROS CUADRADOS,Lote,Venta
23071,jtX1otrj1LG4ZZJoWDMWdw==,Propiedad,2019-10-14,2020-06-05,2019-10-14,-34.5735974,-58.4805881,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,38.0,34.0,115000.0,USD,Mensual,Monoambiente a estrenar - Villa Urquiza,Departamento,Venta
23072,rMB9X+04pcMkFmQMYo2EQg==,Propiedad,2019-10-14,2019-11-18,2019-10-14,-34.5772356977,-58.4836391,Argentina,Capital Federal,Villa Urquiza,,,,4.0,,3.0,101.0,96.0,390000.0,USD,Mensual,Departamento en venta en Villa Urquiza 4 ambs con amenities,Departamento,Venta
